Id,Contract_Type,Gender,Marital_Status,Education_Level,Birth_Year,Age,Employment,Mobile_Number,Card_Number,Card_Expiry,Transaction_Device_Type,Card_Limit,Transaction_Amount,Transaction_Type,Transaction_Location,Card_Type,Card_Verification_Method,Monthly_Income,Annual_Income,EMI_Amount,Previous_Transaction_Count,Transaction_Hour,Is_Foreign_Transaction,Is_High_Transaction_Amount,Merchant_Risk_Score,Card_Usage_Location_Distance,Has_Recent_Card_Update,Transaction_Frequency_Weekday,Transaction_Frequency_Weekend,Fraud_Status
759,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
760,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
761,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
762,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
763,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
764,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
765,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
766,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
767,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
768,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
769,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
770,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
771,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
772,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
773,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
774,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
775,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
776,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
777,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
778,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
779,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
780,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
781,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
782,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
783,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
784,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
785,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
786,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
787,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
788,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
789,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
790,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
791,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
792,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
793,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
794,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
795,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
796,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
797,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
798,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
799,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
800,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
801,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
802,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
803,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
804,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
805,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
806,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
807,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
808,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
809,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
810,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
811,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
812,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
813,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
814,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
815,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
816,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
817,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
818,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
819,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
820,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
821,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
822,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
823,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
824,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
825,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
826,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
827,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
828,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
829,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
830,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
831,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
832,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
833,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
834,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
835,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
836,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
837,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
838,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
839,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
840,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
841,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
842,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
843,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
844,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
845,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
846,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
847,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
848,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
849,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
850,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
851,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
852,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
853,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
854,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
855,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
856,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
857,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
858,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
859,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
860,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
861,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
862,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
863,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
864,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
865,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
866,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
867,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
868,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
869,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
870,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
871,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
872,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
873,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
874,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
875,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
876,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
877,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
878,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
879,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
880,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
881,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
882,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
883,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
884,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
885,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
886,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
887,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
888,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
